cut,color,clarity,city,carat,depth,table,x,y,z,price
2,3,3,2,0.9,62.7,55.0,6.11,6.17,3.85,3428
4,2,6,2,0.3,62.5,56.0,4.27,4.31,2.68,682
2,5,4,3,1.55,61.2,55.0,7.49,7.47,4.58,10286
2,1,2,1,0.34,61.0,57.0,4.51,4.48,2.74,765
3,1,5,2,1.09,61.6,59.0,6.62,6.54,4.05,7813
2,0,2,3,1.05,60.7,60.0,6.52,6.56,3.97,6196
2,1,3,7,0.81,60.2,57.0,6.1,6.06,3.66,2938
3,3,5,12,0.9,59.6,61.0,6.25,6.2,3.71,4022
4,1,3,11,0.41,61.9,55.0,4.77,4.8,2.96,683
2,0,5,1,0.32,61.7,57.0,4.39,4.36,2.7,972
4,5,3,12,1.01,59.2,59.0,6.52,6.62,3.89,3792
4,4,2,9,1.52,60.9,59.0,7.43,7.49,4.54,9642
3,2,2,1,1.24,61.4,62.0,6.94,6.88,4.24,6125
4,1,2,12,0.74,61.3,58.0,5.8,5.84,3.57,3009
3,3,4,10,0.33,61.8,59.0,4.39,4.45,2.73,666
4,2,7,2,1.0,62.3,57.0,6.34,6.41,3.97,8772
2,2,7,10,0.42,61.3,57.0,4.8,4.82,2.95,1142
4,1,3,11,0.77,59.9,61.0,5.98,6.01,3.59,2753
1,1,3,9,0.7,57.5,58.0,5.8,5.85,3.35,2229
2,2,7,4,0.53,61.9,56.0,5.18,5.22,3.22,2160
4,4,5,3,0.91,60.8,58.0,6.21,6.25,3.79,4430
4,0,3,6,1.17,60.9,60.0,6.72,6.78,4.11,6062
4,2,7,11,0.24,62.3,58.0,3.95,3.98,2.47,552
3,5,5,6,1.25,62.2,57.0,6.92,6.84,4.28,5925
3,3,4,5,1.01,60.7,58.0,6.49,6.52,3.95,6932
0,2,4,8,1.01,64.7,54.0,6.33,6.28,4.08,6759
3,0,2,2,0.72,62.6,54.0,5.78,5.72,3.6,3048
3,1,5,9,0.71,61.0,60.0,5.76,5.69,3.49,2858
2,1,3,8,0.73,62.1,57.0,5.75,5.71,3.56,2155
2,3,4,9,0.32,61.8,55.0,4.45,4.42,2.74,828
1,4,3,10,1.51,63.1,60.0,7.23,7.28,4.58,7723
2,3,4,12,1.51,60.8,54.0,7.4,7.48,4.52,14733
3,1,2,5,1.53,60.8,60.0,7.51,7.43,4.54,12499
4,4,2,0,0.71,62.1,61.0,5.63,5.71,3.52,2354
2,5,5,10,0.33,62.3,54.0,4.45,4.48,2.78,480
2,3,3,0,1.53,62.5,57.0,7.39,7.32,4.6,9596
0,4,2,1,1.01,64.6,55.0,6.29,6.25,4.05,4191
4,2,6,0,0.52,62.0,57.0,5.11,5.15,3.18,2314
2,4,3,11,1.53,59.6,57.0,7.46,7.38,4.42,5631
2,1,7,10,0.61,61.3,54.0,5.51,5.59,3.4,2823
2,1,7,12,0.63,61.6,57.0,5.52,5.49,3.39,2697
3,6,4,9,1.57,60.8,61.0,7.6,7.49,4.59,7190
2,0,5,3,0.34,61.4,56.0,4.5,4.53,2.77,805
4,5,2,6,1.31,62.6,59.0,6.97,6.86,4.33,6686
2,4,4,1,0.46,62.3,53.0,4.96,4.99,3.1,983
2,2,4,6,0.31,61.2,56.0,4.4,4.42,2.7,821
2,2,2,5,0.3,62.3,56.0,4.27,4.3,2.67,461
2,1,6,2,0.33,62.6,58.0,4.36,4.4,2.74,852
4,2,2,5,0.53,61.5,59.0,5.15,5.19,3.18,1320
2,0,5,7,0.3,61.7,55.0,4.33,4.36,2.68,710
2,3,5,10,0.32,61.5,57.0,4.4,4.41,2.71,561
4,2,5,1,1.01,62.7,56.0,6.37,6.43,4.01,6159
3,2,4,3,0.4,60.4,59.0,4.76,4.75,2.87,1050
2,3,3,8,0.41,61.5,55.0,4.76,4.8,2.94,648
2,1,2,12,0.73,61.4,58.0,5.76,5.8,3.55,2914
2,1,7,0,1.14,62.3,55.0,6.71,6.68,4.17,10703
2,3,6,3,0.32,60.2,56.0,4.49,4.45,2.69,1080
1,0,3,5,1.3,57.1,63.0,7.22,7.27,4.14,6327
4,4,5,10,1.25,62.1,56.0,6.91,6.96,4.31,7305
4,6,5,10,2.04,63.0,58.0,7.99,8.02,5.04,13609
2,2,1,8,0.31,62.0,55.0,4.37,4.41,2.72,901
2,0,5,11,0.75,61.7,55.0,5.82,5.85,3.6,3625
4,3,3,3,0.9,62.6,60.0,6.1,6.16,3.84,3593
3,3,7,10,0.41,61.4,58.0,4.75,4.8,2.93,1007
2,3,7,8,0.45,61.8,57.0,4.9,4.94,3.04,1105
3,2,2,5,1.73,58.0,62.0,7.95,7.91,4.6,13365
1,0,2,10,0.31,63.8,57.0,4.29,4.33,2.75,533
2,1,5,12,0.71,62.5,56.0,5.7,5.75,3.58,2347
1,1,5,3,0.5,63.3,64.0,4.98,5.0,3.16,1348
3,1,3,11,2.05,59.7,59.0,8.27,8.39,4.97,17081
4,5,6,2,0.73,61.9,57.0,5.75,5.79,3.57,2623
4,6,6,12,1.0,63.5,59.0,6.34,6.29,4.01,4717
1,2,3,6,1.0,59.8,65.0,6.58,6.43,3.9,3858
2,5,7,2,0.72,62.2,54.0,5.73,5.78,3.58,2420
4,3,0,7,1.0,62.5,62.0,6.42,6.35,3.99,3011
4,4,2,1,1.2,62.5,59.0,6.66,6.72,4.18,6019
4,3,3,6,1.82,61.3,58.0,7.83,7.94,4.83,11971
2,4,3,0,1.12,63.6,56.0,6.68,6.54,4.19,5331
3,4,4,5,0.33,62.1,59.0,4.43,4.46,2.76,579
3,5,5,6,1.33,62.5,61.0,7.02,6.99,4.38,6316
3,2,2,3,1.03,62.2,59.0,6.45,6.41,4.0,4942
4,3,6,1,0.3,62.1,56.0,4.29,4.31,2.67,789
2,3,7,3,0.32,61.6,55.0,4.4,4.43,2.72,708
2,5,6,2,0.43,61.1,57.0,4.86,4.9,2.98,916
1,4,7,9,0.7,63.7,54.0,5.72,5.62,3.61,2477
2,1,2,5,0.7,62.2,57.0,5.72,5.67,3.54,2542
3,6,4,6,0.32,61.9,58.0,4.33,4.39,2.7,421
2,2,5,3,0.33,61.9,57.0,4.42,4.4,2.73,854
2,0,2,12,1.01,61.4,59.0,6.4,6.44,3.94,5812
2,1,7,7,0.71,62.0,57.0,5.7,5.72,3.54,4124
3,4,2,10,1.11,58.4,60.0,6.87,6.83,4.0,4842
4,4,6,1,0.3,61.3,61.0,4.26,4.29,2.62,684
4,4,5,12,0.73,63.1,57.3,5.65,5.7,3.59,2337
2,2,3,10,0.7,60.6,57.2,5.75,5.77,3.49,2237
2,5,5,1,1.11,62.2,56.0,6.69,6.62,4.14,5073
4,3,5,0,0.71,63.1,56.0,5.58,5.77,3.58,2462
0,3,5,5,1.01,64.4,58.0,6.25,6.18,4.0,4887
4,2,3,8,0.71,63.4,57.0,5.7,5.63,3.59,2266
4,5,3,0,2.03,61.2,55.0,8.14,8.26,5.02,12714
1,0,2,9,0.92,60.2,56.0,6.28,6.32,3.79,5259
4,0,2,1,1.57,62.3,59.0,7.39,7.44,4.62,12304
3,2,3,10,0.75,60.9,58.0,5.88,5.91,3.59,2274
0,0,2,4,0.5,65.1,58.0,5.0,4.96,3.24,1323
2,0,5,10,0.57,61.8,56.0,5.34,5.31,3.29,2103
3,4,2,5,0.72,62.5,57.0,5.73,5.67,3.56,2398
2,1,3,3,1.01,61.7,57.0,6.5,6.47,4.0,4044
3,1,2,11,0.8,61.5,58.0,5.97,5.93,3.66,3297
3,4,5,4,0.31,62.7,59.0,4.32,4.29,2.7,628
3,4,4,10,1.01,62.7,58.0,6.37,6.39,4.0,5199
1,3,4,5,0.45,58.1,61.2,5.02,5.07,2.93,1154
3,3,1,10,0.39,59.8,55.0,4.84,4.77,2.87,1271
4,2,2,11,0.56,60.0,57.0,5.41,5.38,3.24,1679
4,3,6,2,0.54,60.6,55.0,5.28,5.31,3.21,1983
4,3,2,12,1.0,59.3,63.0,6.48,6.44,3.83,4827
0,5,7,12,0.52,60.4,66.0,5.26,5.2,3.16,1401
2,4,4,1,1.7,62.4,55.0,7.61,7.69,4.77,13823
3,6,3,1,1.14,62.3,56.0,6.73,6.66,4.17,4022
4,1,4,2,0.41,62.8,56.0,4.72,4.77,2.98,834
2,0,5,2,0.31,62.3,55.0,4.33,4.37,2.71,734
3,0,5,1,0.3,61.9,58.0,4.28,4.32,2.66,710
4,4,5,1,0.9,62.1,57.0,6.16,6.23,3.85,3989
3,3,5,1,1.18,62.3,62.0,6.72,6.69,4.18,7137
2,4,4,10,0.54,61.2,55.0,5.25,5.31,3.23,1454
2,2,2,3,0.9,62.2,55.0,6.16,6.21,3.85,4390
4,1,5,5,0.51,64.1,57.0,5.02,5.06,3.23,1549
4,2,7,4,0.77,63.5,59.0,5.77,5.72,3.65,3415
2,0,7,10,0.38,61.5,56.0,4.66,4.64,2.86,1257
2,1,7,3,0.3,61.2,61.0,4.3,4.33,2.64,731
2,4,6,6,0.4,62.3,54.0,4.77,4.74,2.96,1088
4,5,6,6,0.9,63.5,58.0,6.06,6.09,3.86,4161
3,6,0,0,1.01,60.7,59.0,6.42,6.39,3.89,2602
3,0,1,5,0.7,60.0,59.0,5.75,5.81,3.47,5027
2,3,5,3,0.54,61.7,56.0,5.21,5.24,3.23,1605
3,5,7,9,0.73,60.6,58.0,5.84,5.78,3.52,2519
2,3,7,7,0.51,61.6,56.0,5.17,5.12,3.17,1974
4,2,2,3,1.72,63.2,61.0,7.62,7.57,4.8,13622
2,1,3,11,0.73,61.2,54.0,5.88,5.86,3.59,2581
4,2,7,12,0.28,61.6,56.0,4.2,4.23,2.59,707
2,4,1,9,0.3,62.1,55.0,4.27,4.3,2.66,789
3,0,3,12,1.02,59.7,60.0,6.58,6.55,3.92,5198
4,4,5,12,1.21,62.9,58.0,6.74,6.78,4.25,6673
2,1,7,7,1.14,61.6,57.0,6.68,6.73,4.13,11206
2,4,5,4,0.34,61.4,57.0,4.55,4.48,2.77,689
3,1,4,6,1.03,62.4,58.0,6.5,6.41,4.03,7919
4,3,3,9,0.9,59.8,61.0,6.32,6.28,3.77,3842
2,4,4,4,0.4,61.8,59.0,4.74,4.72,2.92,1017
2,1,3,2,1.12,62.0,57.0,6.61,6.63,4.11,5546
1,4,5,5,0.74,63.0,57.0,5.72,5.77,3.62,2327
3,2,2,2,0.74,58.8,61.0,5.88,5.82,3.44,2042
4,3,3,12,0.78,63.7,55.9,5.82,5.85,3.72,2401
2,1,5,4,0.53,62.1,56.0,5.17,5.2,3.22,1721
2,4,7,10,0.56,62.1,57.0,5.26,5.3,3.27,1745
3,3,5,10,0.4,62.8,61.0,4.67,4.63,2.92,1035
3,0,0,7,0.92,63.0,58.0,6.18,6.13,3.88,2698
1,4,3,2,1.5,58.4,62.0,7.44,7.49,4.36,7714
3,2,5,10,1.45,61.1,58.0,7.31,7.23,4.44,11650
3,1,2,5,0.51,62.9,57.0,5.11,5.06,3.2,1402
2,2,1,5,0.8,60.8,56.0,5.99,6.05,3.66,6674
2,4,3,1,0.6,61.7,54.0,5.44,5.48,3.37,1250
4,1,7,1,1.06,61.8,58.0,6.52,6.56,4.04,9997
4,5,4,6,1.1,61.0,59.0,6.65,6.67,4.06,4878
2,4,5,6,1.24,61.8,55.0,6.91,6.95,4.28,8726
1,3,2,1,0.76,57.7,63.0,6.05,5.97,3.47,2447
1,3,4,8,0.9,64.5,57.0,6.01,6.08,3.9,3977
2,0,5,4,0.37,61.0,56.0,4.7,4.65,2.85,1124
4,5,3,12,1.02,62.8,56.0,6.42,6.38,4.02,3980
2,6,5,1,1.22,62.1,58.0,6.82,6.84,4.24,5297
3,4,4,6,1.58,61.7,59.0,7.48,7.42,4.6,11491
2,3,2,10,2.03,60.0,55.8,8.17,8.3,4.95,18757
2,2,6,10,0.41,61.9,56.0,4.77,4.79,2.96,1295
4,0,2,11,0.32,62.3,55.0,4.38,4.42,2.74,589
3,4,3,10,0.91,62.7,58.0,6.17,6.14,3.86,3363
2,0,5,1,0.37,62.3,55.0,4.59,4.62,2.87,763
4,1,4,1,0.4,63.3,55.0,4.66,4.69,2.96,909
3,1,5,11,0.37,61.5,58.0,4.61,4.66,2.85,811
3,1,4,3,0.43,62.3,58.0,4.82,4.78,2.99,1209
2,0,7,2,0.31,61.0,55.0,4.38,4.41,2.68,1074
2,3,7,11,0.32,61.6,56.0,4.42,4.44,2.73,708
2,5,4,3,0.32,62.3,57.0,4.37,4.42,2.74,505
2,0,4,1,1.19,61.1,57.0,6.84,6.87,4.19,10079
2,2,5,5,0.55,61.7,57.0,5.24,5.29,3.25,1692
1,0,3,10,0.5,58.5,64.0,5.2,5.12,3.02,958
0,3,4,6,1.0,58.7,67.0,6.47,6.45,3.79,5853
4,3,7,12,1.0,59.5,61.0,6.42,6.46,3.83,7453
2,1,3,11,1.03,61.7,55.0,6.52,6.46,4.01,5491
3,6,5,8,0.53,62.7,56.0,5.18,5.15,3.24,1093
2,3,3,1,0.85,62.0,57.0,6.1,6.02,3.76,2913
3,3,3,7,0.51,59.9,60.0,5.14,5.07,3.06,1004
2,3,3,8,0.42,60.7,57.0,4.87,4.84,2.95,829
2,2,5,11,0.41,61.1,56.0,4.83,4.8,2.94,1107
1,3,5,10,0.72,63.4,53.0,5.72,5.79,3.64,2311
4,1,3,12,1.03,61.7,54.9,6.46,6.52,4.01,5393
3,1,3,8,2.1,62.9,59.0,8.18,8.13,5.13,16783
2,4,1,10,0.51,60.3,58.0,5.15,5.17,3.11,1899
1,5,4,3,0.65,61.1,61.7,5.55,5.59,3.4,1744
2,2,1,10,0.33,61.3,55.0,4.47,4.5,2.75,1240
3,0,3,3,0.5,62.9,58.0,5.06,5.01,3.17,997
2,1,2,10,0.34,62.9,56.0,4.48,4.45,2.81,765
2,2,1,12,0.31,61.4,56.0,4.37,4.42,2.7,1168
4,6,1,3,0.4,62.2,61.0,4.68,4.71,2.92,828
2,2,2,1,0.54,61.8,56.0,5.22,5.23,3.23,1669
3,1,3,6,0.36,62.4,58.0,4.56,4.54,2.84,605
4,4,2,12,1.5,61.5,62.0,7.24,7.3,4.47,8791
3,0,7,1,0.3,60.7,59.0,4.34,4.33,2.63,950
3,4,2,9,1.51,58.0,59.0,7.57,7.54,4.38,10063
3,0,5,8,0.54,61.6,55.0,5.28,5.24,3.24,1913
4,3,5,9,0.9,58.4,61.0,6.33,6.38,3.71,4276
3,4,2,12,0.77,60.7,58.0,5.95,5.91,3.6,2369
2,0,5,12,0.31,62.1,54.0,4.37,4.33,2.7,942
3,5,6,5,0.33,61.7,61.0,4.45,4.43,2.74,780
2,3,6,4,0.31,61.6,57.0,4.34,4.36,2.68,789
2,0,2,9,1.08,62.7,57.0,6.52,6.56,4.1,6539
2,5,5,3,0.47,62.1,54.0,4.99,5.03,3.11,884
3,5,5,3,1.01,62.5,58.0,6.39,6.44,4.01,4592
2,0,2,1,0.9,61.3,58.0,6.16,6.21,3.79,4661
4,0,3,6,1.12,61.2,60.0,6.63,6.67,4.07,5233
2,2,6,2,1.4,61.9,57.0,7.2,7.14,4.44,16808
2,4,4,0,1.25,62.1,57.0,6.89,6.92,4.29,8365
1,1,2,1,1.5,63.9,54.0,7.26,7.2,4.62,11948
2,3,5,10,0.4,62.5,54.0,4.72,4.75,2.96,792
2,1,6,7,0.61,59.9,61.0,5.5,5.55,3.31,3212
2,3,5,9,0.32,62.0,57.0,4.39,4.41,2.73,561
2,1,4,9,0.27,61.6,56.0,4.14,4.17,2.56,470
2,6,4,8,0.71,61.9,55.0,5.69,5.75,3.54,1932
4,2,5,3,1.01,61.4,54.0,6.4,6.47,3.95,5988
1,4,2,7,0.91,63.9,60.0,6.13,6.08,3.9,3425
3,5,3,6,2.22,62.9,59.0,8.24,8.2,5.17,15184
0,0,3,11,1.5,68.8,57.0,6.9,6.86,4.73,7469
2,4,2,11,1.2,61.3,57.0,6.81,6.85,4.19,6675
2,3,4,3,0.73,60.8,56.4,5.81,5.86,3.55,3209
1,5,3,1,1.74,60.1,64.0,7.82,7.71,4.67,8731
2,2,3,4,1.22,62.5,56.2,6.81,6.85,4.27,6401
2,2,7,11,0.37,60.0,59.0,4.64,4.66,2.79,839
2,2,7,10,0.3,61.4,56.0,4.32,4.35,2.66,694
4,3,6,1,0.67,62.0,56.0,5.6,5.62,3.48,3178
2,4,6,9,0.32,61.9,55.0,4.37,4.38,2.71,730
4,0,2,10,1.0,63.2,60.0,6.31,6.35,4.0,5851
3,5,2,3,1.07,58.4,60.0,6.78,6.68,3.93,4075
4,3,5,8,0.43,62.4,56.0,4.84,4.87,3.02,852
2,2,3,0,0.55,61.4,55.0,5.27,5.29,3.24,1183
3,5,3,11,0.96,59.1,62.0,6.48,6.38,3.79,2454
2,1,4,11,0.63,61.9,55.0,5.46,5.5,3.4,2565
1,3,3,3,0.51,63.2,57.0,5.03,5.07,3.19,1002
2,3,6,3,1.13,61.2,57.0,6.65,6.72,4.09,9049
2,3,1,11,0.44,61.3,55.0,4.91,4.95,3.02,1378
4,3,2,10,0.77,63.2,57.0,5.86,5.76,3.67,2586
3,3,2,3,1.01,62.5,60.0,6.39,6.34,3.98,4672
2,3,5,4,0.3,62.2,57.0,4.32,4.26,2.67,675
2,3,6,4,1.17,61.7,57.0,6.84,6.9,4.13,10342
4,1,4,0,1.03,62.8,55.0,6.4,6.52,4.06,7677
2,0,2,1,0.42,61.5,56.0,4.85,4.81,2.97,1040
4,5,5,3,2.01,59.6,62.0,8.17,8.25,4.89,15919
2,2,2,5,0.45,60.8,56.0,4.97,4.93,3.01,930
3,4,1,6,0.31,61.7,58.0,4.33,4.36,2.68,816
1,4,5,11,0.35,63.7,57.0,4.53,4.48,2.87,709
3,4,2,10,0.53,61.2,60.0,5.22,5.1,3.16,1159
3,4,0,1,1.02,62.5,60.0,6.39,6.41,4.0,3141
3,4,7,10,0.9,62.4,58.0,6.15,6.12,3.83,4657
2,3,2,3,0.73,61.4,57.0,5.74,5.79,3.54,3089
4,3,0,10,1.15,61.2,58.0,6.74,6.8,4.14,3510
2,4,7,8,0.3,62.7,53.0,4.29,4.32,2.7,590
3,0,2,7,0.91,59.0,61.0,6.35,6.29,3.73,4663
4,2,5,3,0.28,61.7,58.0,4.17,4.19,2.58,487
1,3,7,1,0.46,60.2,60.5,4.98,5.04,3.02,1245
2,2,2,2,0.7,61.3,57.0,5.75,5.71,3.51,2700
4,5,2,0,0.38,59.7,62.0,4.7,4.74,2.82,601
4,0,3,1,0.3,63.3,57.0,4.3,4.26,2.71,574
4,4,2,4,0.72,60.3,55.0,5.84,5.85,3.52,2505
2,1,7,1,0.3,61.7,53.8,4.31,4.34,2.67,779
2,4,6,0,0.56,60.8,57.0,5.3,5.35,3.24,1929
2,1,4,4,0.32,61.7,56.0,4.39,4.42,2.72,758
3,5,3,4,1.04,62.0,57.0,6.53,6.47,4.03,3774
2,0,2,10,0.3,62.2,56.0,4.25,4.3,2.66,552
4,2,2,0,0.9,62.6,60.0,6.1,6.14,3.83,3950
2,1,5,10,0.32,62.1,55.0,4.4,4.36,2.72,900
2,1,6,8,0.43,61.0,57.0,4.85,4.88,2.97,1827
4,0,5,6,1.02,59.8,61.0,6.54,6.61,3.93,6785
1,1,3,10,0.9,63.7,63.0,6.05,6.1,3.87,3595
2,2,4,10,0.57,61.0,56.0,5.36,5.4,3.28,2193
2,4,4,10,1.1,61.4,57.0,6.65,6.64,4.08,6470
3,5,4,4,1.23,61.6,58.0,6.9,6.84,4.23,5632
2,5,3,0,1.06,61.3,56.0,6.59,6.55,4.03,4167
2,5,5,0,0.33,61.5,57.0,4.42,4.49,2.74,463
4,3,5,9,1.2,63.3,58.0,6.74,6.66,4.24,7741
2,3,4,10,0.33,62.3,54.0,4.48,4.45,2.78,854
2,2,6,11,0.41,62.0,55.0,4.74,4.78,2.95,1295
1,1,5,1,1.0,63.1,56.0,6.37,6.41,4.03,6776
3,3,6,9,1.0,62.1,59.0,6.4,6.29,3.94,8154
3,1,3,3,0.36,61.5,58.0,4.56,4.61,2.82,505
4,1,3,9,1.0,62.2,59.0,6.35,6.38,3.96,4312
2,4,5,0,0.51,60.1,60.0,5.19,5.14,3.1,1428
4,3,3,4,0.57,60.5,56.0,5.41,5.44,3.28,1171
0,6,2,3,1.35,65.2,56.0,6.9,7.02,4.54,5524
0,2,7,7,0.51,65.4,60.0,4.98,4.9,3.23,3920
4,0,5,3,0.5,61.2,56.0,5.14,5.16,3.15,1628
3,2,2,6,0.3,61.7,59.0,4.33,4.29,2.66,641
2,3,4,6,0.38,62.3,55.0,4.63,4.68,2.9,817
2,1,2,1,0.32,63.2,55.0,4.37,4.33,2.75,528
4,0,3,3,0.94,60.9,62.0,6.22,6.3,3.81,3691
2,1,2,2,0.4,60.6,56.0,4.77,4.78,2.9,772
2,2,4,7,0.76,62.2,56.0,5.83,5.87,3.64,3680
1,2,3,11,0.9,63.2,58.0,6.09,6.12,3.86,3318
3,2,3,3,2.09,61.7,59.0,8.21,8.23,5.07,17840
1,3,6,12,0.31,58.0,62.0,4.42,4.47,2.58,761
2,4,5,2,1.36,59.9,57.0,7.2,7.22,4.32,9279
2,0,2,9,0.31,60.8,56.0,4.37,4.32,2.64,732
2,2,4,11,0.7,62.2,55.0,5.72,5.69,3.55,2381
4,4,3,3,2.04,62.7,56.0,8.06,8.12,5.07,15618
3,4,4,1,1.37,60.9,59.0,7.17,7.24,4.39,8424
2,4,3,12,2.03,61.9,57.0,8.14,8.1,5.03,11379
2,3,5,8,0.4,61.1,56.0,4.74,4.78,2.91,1240
2,2,3,10,0.8,61.4,56.0,5.99,5.93,3.66,3064
3,0,2,11,1.01,61.5,59.0,6.46,6.39,3.95,5860
1,6,3,9,1.62,64.2,62.0,7.33,7.41,4.73,6112
2,2,5,11,0.64,61.1,56.0,5.57,5.59,3.41,2419
0,2,2,2,0.45,57.9,66.0,5.08,4.98,2.91,794
2,1,7,0,1.04,62.0,58.0,6.54,6.46,4.03,9552
3,3,2,10,1.0,63.0,59.0,6.44,6.32,4.02,4956
4,5,3,3,2.02,61.1,61.0,8.08,8.11,4.95,13865
3,5,3,10,1.18,62.9,58.0,6.77,6.7,4.24,3925
3,1,5,1,0.34,61.0,59.0,4.51,4.48,2.74,956
3,5,6,4,0.37,62.4,58.0,4.55,4.58,2.85,681
1,0,3,10,0.53,54.3,65.0,5.46,5.51,2.98,1352
2,2,2,3,0.76,62.7,57.0,5.82,5.85,3.66,2607
3,1,5,10,0.36,61.3,60.0,4.59,4.55,2.8,1013
2,1,6,7,0.31,61.1,56.0,4.36,4.38,2.67,863
4,4,6,1,0.3,63.3,60.0,4.25,4.22,2.68,878
1,2,2,9,0.7,57.7,65.0,5.78,5.72,3.32,2167
2,4,4,11,0.55,62.3,56.0,5.22,5.27,3.27,1634
2,5,4,3,0.7,61.5,56.0,5.73,5.76,3.53,2490
2,2,4,3,0.3,61.3,55.0,4.32,4.36,2.66,570
2,1,3,1,0.54,62.1,56.0,5.18,5.22,3.23,1163
2,2,5,4,1.6,60.1,57.0,7.65,7.59,4.58,13853
3,0,3,1,1.24,61.4,59.0,6.87,6.91,4.23,6840
4,5,2,1,1.5,63.1,54.0,7.34,7.31,4.62,8408
2,5,2,1,1.12,60.3,57.0,6.74,6.79,4.08,6143
1,1,2,0,0.46,62.7,58.0,4.87,4.92,3.07,967
2,0,2,0,0.51,61.8,55.0,5.15,5.11,3.17,1574
2,2,5,5,1.04,60.1,59.0,6.59,6.63,3.97,7035
4,3,5,1,1.51,63.1,56.0,7.33,7.29,4.61,12551
2,5,3,1,1.12,62.4,57.0,6.69,6.62,4.15,3688
3,0,2,2,0.41,61.4,58.0,4.78,4.76,2.93,1015
3,4,3,12,1.22,61.6,59.0,6.82,6.75,4.18,5192
2,0,5,5,0.31,61.2,55.0,4.39,4.37,2.68,942
4,5,4,0,0.39,63.1,58.0,4.68,4.61,2.93,921
2,3,5,3,0.57,61.5,55.0,5.33,5.37,3.29,1691
0,2,3,0,1.01,67.3,62.0,6.09,6.03,4.08,3597
3,1,3,7,2.07,61.4,58.0,8.24,8.19,5.04,13786
4,1,3,3,0.66,61.3,57.2,5.59,5.66,3.45,1769
4,4,2,12,0.54,63.3,57.0,5.22,5.15,3.28,1240
2,0,2,9,1.67,62.6,54.0,7.57,7.63,4.76,14154
4,0,5,2,0.51,62.0,59.0,5.08,5.12,3.16,1716
2,0,6,9,0.35,61.5,57.0,4.52,4.55,2.79,1167
2,3,2,5,1.71,62.1,56.0,7.65,7.61,4.74,13196
2,2,5,1,0.4,62.3,54.0,4.74,4.77,2.96,767
2,2,5,1,0.41,61.8,56.0,4.79,4.76,2.95,1107
1,1,2,7,1.53,63.5,58.0,7.29,7.35,4.65,11303
3,4,5,4,0.33,58.8,62.0,4.53,4.49,2.65,624
4,5,5,5,0.77,60.2,59.0,5.89,5.97,3.57,2584
4,5,5,11,0.35,61.7,57.0,4.52,4.56,2.8,491
0,1,3,8,0.7,64.6,53.0,5.58,5.63,3.62,2092
3,2,3,3,1.0,60.2,62.0,6.53,6.45,3.91,3858
3,5,2,2,1.15,62.2,59.0,6.75,6.68,4.18,4830
2,0,2,2,1.2,61.8,58.0,6.76,6.83,4.2,7508
4,3,6,1,0.39,62.3,59.0,4.63,4.68,2.9,912
1,1,7,7,0.39,61.5,61.0,4.73,4.74,2.91,943
4,3,4,3,1.02,62.0,59.0,6.39,6.45,3.98,6126
1,2,2,1,2.0,62.8,62.0,8.0,8.03,5.03,18069
3,4,3,11,0.55,59.8,59.0,5.33,5.3,3.18,1011
0,2,3,11,0.25,54.4,64.0,4.3,4.23,2.32,1013
2,1,0,10,0.61,63.4,57.0,5.43,5.37,3.42,1255
4,4,3,6,2.1,63.0,57.0,8.08,8.13,5.11,16479
1,0,3,0,0.7,59.3,60.0,5.74,5.8,3.42,2461
3,6,2,2,1.16,62.2,58.0,6.75,6.68,4.18,4326
1,1,3,1,1.61,60.9,62.0,7.46,7.57,4.58,10793
2,3,3,1,0.36,62.3,54.0,4.57,4.61,2.86,505
1,0,3,1,0.31,63.9,57.0,4.28,4.33,2.75,462
3,0,3,2,2.01,59.1,60.0,8.31,8.21,4.88,13811
2,6,4,6,1.23,62.2,55.0,6.83,6.86,4.26,6100
1,1,2,0,0.3,63.7,58.0,4.24,4.27,2.71,526
3,1,3,3,1.11,62.5,58.0,6.61,6.63,4.14,4581
4,0,5,3,1.02,62.7,58.0,6.35,6.44,4.01,6974
2,0,4,11,1.04,61.6,57.0,6.52,6.56,4.03,10709
3,0,3,11,1.01,60.3,57.0,6.56,6.51,3.94,4672
0,5,0,4,2.0,66.0,60.0,7.78,7.74,5.1,5667
2,3,2,2,0.61,61.4,56.0,5.46,5.49,3.36,1659
3,4,3,10,1.01,58.8,58.0,6.62,6.57,3.88,4242
4,3,5,10,1.0,60.0,55.0,6.41,6.52,3.88,5385
2,3,1,5,0.32,61.6,55.0,4.42,4.45,2.73,918
4,4,2,12,0.5,62.9,58.0,5.01,5.04,3.16,1068
3,0,2,3,0.42,61.9,59.0,4.76,4.81,2.96,810
3,4,7,4,0.31,62.6,60.0,4.29,4.33,2.7,625
4,2,5,12,0.36,63.1,57.0,4.53,4.51,2.85,708
2,0,7,4,0.39,60.0,56.0,4.79,4.77,2.87,1088
2,1,5,9,0.37,62.6,56.0,4.56,4.61,2.87,811
4,2,5,11,1.0,62.5,58.0,6.32,6.36,3.96,6283
1,4,5,10,2.01,63.3,55.0,7.87,7.94,5.0,18640
4,1,2,4,0.38,58.3,61.0,4.75,4.86,2.8,640
3,1,6,1,0.24,60.7,58.0,4.03,4.01,2.44,710
2,4,2,2,0.4,62.2,55.0,4.72,4.76,2.95,1031
3,3,3,6,0.58,61.2,59.0,5.4,5.36,3.29,1307
4,0,3,3,2.02,62.3,56.0,7.99,8.06,5.0,17263
